pair	label
schwangerschaftskleidung :: umstandskleidung	1
alphabet :: abc	1
maize :: bhuttar	1
singin :: singing	1
split :: bhanga	1
ninety :: 90	1
sax :: saxophone	1
19th :: nineteenth	1
toor :: thovaram	1
1970s :: 70s	1
eighty three :: 83	1
rpm :: r.p.m	1
bucket :: pail	1
mirapakai :: chilly	1
godhumai :: daliya	1
coconut :: thenkaai	1
chilli :: melaga	1
papad :: happala	1
ajwain :: vamu	1
vathumai :: walnut	1
mango :: mavina	1
barbecue :: grill	1
موقد :: دافور	1
melaga :: chilly	1
range :: stove	1
wet look :: wet	1
paal :: milk	1
nun :: salt	1
poddi :: powder	1
hdtv :: television	1
without gluten :: non gluten	1
jonna :: corn	1
ten :: tenth	1
sock :: moja	1
トレーニング :: シェイプアップ	1
13 :: thirteen	1
balm :: ointment	1
wire :: cable	1
masoor :: masuri	1
1989 :: 89	1
bar b cue :: bbq	1
non fat :: lo fat	1
outdoor :: outside	1
cane :: stick	1
ultraviolet :: uv	1
explorer :: exploration	1
lal :: red	1
without fat :: fat free	1
chilly :: mirapakai	1
rawa :: shooji	1
hittu :: maida	1
tamarind :: hunase	1
skipping :: jump	1
ダンベル :: アレー	1
f.l.y :: fly	1
corporate :: business	1
kaatuka :: kajal	1
eighty seven :: 87	1
permanent press :: non iron	1
grill :: barbecue	1
milagu :: sambhar	1
military :: army	1
gray :: grey	1
no latex :: non latex	1
woman :: lady	1
comb :: dhuvvena	1
vellam :: jaggery	1
cuddle :: snuggle	1
connector :: connecter	1
without fat :: no fat	1
eight :: 8th	1
buffer :: polisher	1
biking :: cycling	1
cumin :: seeragam	1
toor :: togari	1
collapsable :: collapsible	1
kottimira :: coriander	1
sweatshirt :: jumper	1
sugar free :: without sugar	1
grain :: vidhai	1
1981 :: 81	1
peanut :: cheniya	1
poetry :: poem	1
zehensandalen :: zehentrenner	1
1990s :: 90s	1
refrigerator :: fridge	1
pesara :: moong	1
jumping :: skipping	1
2006 :: 06	1
flavour :: flavoring	1
transparent :: clear	1
nadai :: walker	1
abc :: alphabet	1
ill :: sick	1
2009 :: 09	1
railway :: railroad	1
colander :: strainer	1
cashewnut :: cashew	1
center :: centre	1
non latex :: no latex	1
fishtank :: aquarium	1
chana :: chhola	1
fertiliser :: fertilizer	1
camouflage :: camo	1
wheat :: gehoon	1
morality :: ethic	1
brother :: bro	1
pickle :: oorgaai	1
massaging :: massage	1
besan :: kadalai	1
electric :: electrical	1
without salt :: salt free	1
30s :: 1930s	1
pyjama :: pajama	1
cardamom :: ellakai	1
pantoffeln :: hausschuhe	1
mithailu :: sweet	1
pedestal :: stand	1
12 :: twelve	1
diktiergeräte :: diktiergerät	1
nutmeg :: jaikayi	1
big :: large	1
violin :: fiddle	1
daliya :: godhumai	1
stroller :: nadai	1
latino :: hispanic	1
freerunning :: parkour	1
walnut :: akshota	1
cradle :: ooyela	1
no sugar :: sugar less	1
doodh :: milk	1
ダンベル :: アレイ	1
17 :: xvii	1
diva :: diving	1
mirch :: chilli	1
besan :: kadle	1
rawa :: rava	1
photograph :: picture	1
nutmeg :: jayikayi	1
javarisi :: sabudana	1
sugar free :: lo sugar	1
xii :: 12	1
nesboe :: nesbo	1
food :: unavu	1
photo :: photograph	1
disc :: frisbee	1
barley :: jau	1
appadalu :: papad	1
1953 :: 53	1
sweatshirt :: pull	1
gregg :: greg	1
pattani :: pea	1
udina :: urad	1
audio :: sound	1
walker :: vandi	1
pacha :: green	1
coconut :: narkol	1
poha :: avvalakki	1
15th :: fifteenth	1
measuring :: measurement	1
14th :: fourteenth	1
aeroplane :: airplane	1
ترامبولين :: نطيطة	1
no pareil :: non pareil	1
doona :: duvet	1
cumin :: jilakarra	1
cheleder :: boy	1
thirteenth :: 13th	1
30 :: thirty	1
limited :: ltd	1
jeere :: cumin	1
turmeric :: pasupu	1
don't :: dont	1
plus size :: plus	1
toor :: kandi	1
raisin :: thratchai	1
tr2 :: tr 2	1
ilaichi :: cardamom	1
boro :: big	1
salt free :: salt less	1
corn :: bhutta	1
brewing :: brewer	1
17th :: 17	1
sunscreen :: sunblock	1
two :: second	1
replacement :: substitute	1
eighteenth :: 18th	1
no adhesive :: adhesive free	1
chhola :: chana	1
fennel :: perunjeeragam	1
lauflernschuhe :: schuhe	1
senaga :: chana	1
conver :: converse	1
revolver :: リボルバー	1
shone :: flax	1
boxed :: box	1
badami :: almond	1
maggi :: noodle	1
sixty eight :: 68	1
cinnamon :: lavangam	1
grating :: grate	1
ke ha :: kesha	1
melodie :: melody	1
dont :: don't	1
without dairy :: non dairy	1
kajal :: kajol	1
quilt :: duvet	1
tinned :: canned	1
agase :: flax	1
donut :: doughnut	1
tonie :: tony	1
blanket :: kombol	1
vella :: white	1
electromagnetic :: magnetic	1
corn :: jonna	1
jean :: tejano	1
jowar :: jawar	1
soy free :: no soy	1
kothamali :: coriander	1
ravai :: rawa	1
flax :: avise	1
cheeragam :: cumin	1
inflatable :: air	1
comb :: chiruni	1
batani :: pea	1
podina :: mint	1
knicker :: panty	1
clothing :: apparel	1
butter :: vennai	1
coriander :: kottimira	1
care :: maintenance	1
salt :: noon	1
without nut :: no nut	1
potty :: toilet	1
turmeric :: haldee	1
sambhar :: menasu	1
fiber :: fibre	1
90s :: ninety	1
tetul :: tamarind	1
chiray :: flattened	1
handrail :: bannister	1
fridge :: refrigerator	1
tr3b :: tr 3b	1
hookah :: bong	1
rumour :: rumor	1
season :: vol	1
zeera :: seeraga	1
food :: khabar	1
benne :: butter	1
vegetable :: veggie	1
hummer :: humvee	1
non adhesive :: no adhesive	1
fifteenth :: 15	1
akkrut :: walnut	1
muzhu :: whole	1
fourth :: four	1
garlic :: bellulli	1
dried :: sukha	1
color :: colour	1
jeeraga :: cumin	1
walnut :: akroot	1
kinderhausschuhe :: kinderschuhe	1
book :: literature	1
umstandsbekleidung :: umstandskleidung	1
kadalai :: chana	1
segapu :: red	1
godhumalu :: wheat	1
فرن :: بوتاجاز	1
15th :: 15	1
supply :: saaman	1
airplane :: plane	1
voice :: vocal	1
lesson :: instruction	1
aali :: flax	1
kai :: food	1
mithai :: sweet	1
twenty eight :: 28	1
flattened :: chiray	1
lace trimmed :: lace trim	1
18th :: eighteen	1
behavior :: behaviour	1
powder :: poddi	1
gom :: wheat	1
prize :: award	1
kilobyte :: kb	1
illuminated :: lighted	1
beverage :: drink	1
xma :: christma	1
edward :: eddie	1
date :: kharjuram	1
comb :: duvvena	1
gomegalu :: toy	1
ماكنة :: صانعة	1
aval :: flattened	1
two :: ii	1
fiddle :: violin	1
toy :: gomegalu	1
sakkarai :: sugar	1
stove :: range	1
tubing :: tube	1
no salt :: without salt	1
sock :: stocking	1
13th :: thirteen	1
etching :: engraving	1
coriander :: dhone	1
asto :: whole	1
non nut :: no nut	1
peanut :: badam	1
uddina :: urad	1
dried :: shukno	1
nicad :: nicd	1
floss :: thread	1
thenkaai :: coconut	1
dalcinni :: cinnamon	1
lauflernschuhe :: kinderschuhe	1
makkalu :: kid	1
sounf :: fennel	1
pudina :: mint	1
bommalu :: toy	1
fourteenth :: 14	1
sakkare :: sugar	1
shaver :: razor	1
14 :: 14th	1
machine :: yantramu	1
punching :: boxing	1
beshon :: besan	1
krabbelschuhe :: kinderschuhe	1
surgery :: surgical	1
mommie :: mommy	1
cleansing :: cleaning	1
tartan :: plaid	1
fat less :: non fat	1
umstandsmode :: umstandsbekleidung	1
12 :: xii	1
chevrolet :: chevy	1
inji :: ginger	1
floral :: flower	1
aadaigal :: dress	1
grocery :: kaaigari	1
fake :: faux	1
pooja :: poojai	1
ginger :: ada	1
cardamom :: yalakulu	1
sabun :: soap	1
blanket :: bedsheet	1
nineteenth :: 19th	1
balm :: salve	1
16 :: sixteenth	1
grain :: kalu	1
gmo free :: no gmo	1
umstandsbekleidung :: schwangerschaftskleidung	1
venthayam :: fenugreek	1
r5 :: r 5	1
maize :: bhutta	1
amplifier :: amp	1
measure :: measuring	1
lavangalu :: clove	1
cologne :: perfume	1
stomach :: belly	1
flavouring :: flavour	1
icing :: frosting	1
daliya :: gothumai	1
porn :: erotica	1
clove :: crambu	1
doggie :: doggy	1
venthayam :: methi	1
phone :: telephone	1
eighth :: 8th	1
vellulli :: garlic	1
stand :: pedestal	1
clove :: lavanga	1
without soy :: no soy	1
package :: bundle	1
daal :: dal	1
mister :: mr	1
toilet :: bathroom	1
respect :: esteem	1
avvalaki :: poha	1
دنابل :: اثقال	1
elaichi :: cardamom	1
carpet :: rug	1
jumping :: jump	1
date :: khejur	1
pea :: batani	1
non stick :: no stick	1
umstandsmode :: schwangerschaftskleidung	1
pickle :: achar	1
diktiergerät :: diktier gerät	1
wheat :: gom	1
ثمانية :: ثمان	1
myth :: mythology	1
moustache :: mustache	1
bhutta :: corn	1
chepta :: flattened	1
episode :: ep	1
esteem :: respect	1
third :: 3rd	1
12th :: twelfth	1
sabu :: sabudana	1
marich :: pepper	1
thengai :: coconut	1
20s :: 1920s	1
maize :: mokkajonna	1
sabudana :: sagubiyyam	1
saffron :: kesar	1
bomma :: doll	1
freemason :: masonic	1
honor :: award	1
igniter :: ignitor	1
sunblock :: sunscreen	1
fennel :: sompu	1
buying :: purchasing	1
eighty five :: 85	1
thickener :: thickening	1
chiruni :: comb	1
chevy :: chevrolet	1
whole :: gota	1
twelve :: 12	1
umstandskleidung :: umstandsmode	1
idly :: idli	1
1966 :: 66	1
black :: kaala	1
balish :: pillow	1
19 :: nineteen	1
matar :: pea	1
reel :: spool	1
pickle :: oorkaai	1
ww2 :: wwii	1
1964 :: 64	1
hannu :: mango	1
saxophone :: sax	1
pouch :: sack	1
dal :: pappu	1
softair :: airsoft	1
hesaru :: green	1
gluten free :: non gluten	1
dhindu :: pillow	1
verkadalai :: peanut	1
ultrahd :: uhd	1
000,000 :: million	1
blackboard :: chalkboard	1
sandle :: sandal	1
labour :: labor	1
grown up :: adult	1
1996 :: 96	1
arhar :: toor	1
date :: perichai	1
1983 :: 83	1
17 :: seventeen	1
tableware :: silverware	1
eleventh :: 11th	1
1940s :: 1940 s	1
pul :: tamarind	1
dozen :: 12	1
eighty six :: 86	1
colouring :: coloring	1
non dairy :: no dairy	1
laptop :: notebook	1
hard drive :: hard disk	1
togari :: toor	1
bachon :: kid	1
grocery :: maligai	1
1961 :: 61	1
carrie :: carry	1
neyya :: ghee	1
sugar less :: no sugar	1
long :: periya	1
alcohol free :: non alcoholic	1
belly :: stomach	1
lobia :: thatta	1
12 :: 12th	1
stat :: statistic	1
2003 :: 03	1
pillala :: kid	1
besan :: beshon	1
without gmo :: gmo free	1
kayak :: canoe	1
hiking :: hike	1
non soy :: no soy	1
walker :: nadai	1
raisin :: kismi	1
nidra :: sleeping	1
sugar :: sakkarai	1
babyschuhe :: krabbelschuhe	1
castle :: palace	1
dairy less :: no dairy	1
dhrachai :: raisin	1
mustard :: sorse	1
clove :: lavangalu	1
seventy five :: 75	1
diwali :: deepawali	1
snack :: nashta	1
flat :: shoe	1
khuskhus :: gasagase	1
aval :: poha	1
coriander :: kothamali	1
nordic :: norse	1
green :: shabuj	1
non salt :: salt free	1
bar b q :: barbecue	1
vendhayam :: fenugreek	1
lomba :: long	1
wheat :: godhumai	1
murmura :: murrilu	1
coriander :: dhania	1
airsoft :: soft air	1
tamarind :: hunse	1
eighteen :: eighteenth	1
khuskhus :: gasagasa	1
dhimbu :: pillow	1
スポーツグラス :: スポーツ 眼 鏡	1
without msg :: msg free	1
murga :: chicken	1
nutmeg :: jaifal	1
2cv :: 2 cv	1
アレイ :: アレー	1
mommy :: mom	1
pepper :: mirch	1
international :: int'l	1
munich :: munchen	1
fruit :: phal	1
sdxc :: sd	1
sleepwear :: clothe	1
1950s :: 50s	1
yelakki :: cardamom	1
12th :: twelve	1
papad :: appadam	1
besan :: kadala	1
wristwatch :: watch	1
without nut :: nut less	1
ウェイト :: ウエイト	1
namak :: salt	1
notebook :: laptop	1
handwriting :: penmanship	1
suit :: clothe	1
murgi :: chicken	1
sixth :: six	1
1952 :: 52	1
black :: uddina	1
borbati :: lobia	1
bamboo :: betha	1
stadium :: arena	1
maida :: maitha	1
bbq :: bar b cue	1
vennai :: butter	1
organizer :: case	1
ヘルス :: 健 康	1
cumin :: cheeragam	1
oil :: tel	1
bbq :: barbecue	1
award :: prize	1
fenugreek :: vendhayam	1
brown :: karumbu	1
seed :: beechi	1
boxer :: caleçon	1
thovaram :: arhar	1
fat free :: without fat	1
torch :: flashlight	1
removal :: remover	1
fillet :: filet	1
methi :: vendhayam	1
rice :: arisi	1
non gluten :: without gluten	1
bar :: soap	1
barbeque :: bar b cue	1
barbecue :: bar b q	1
without salt :: no salt	1
schwangerschaftskleidung :: umstandsbekleidung	1
karam :: chilly	1
automotive :: car	1
collectible :: collectable	1
six :: sixth	1
chitra :: bean	1
photograph :: photo	1
fruit :: pallu	1
bajra :: kambu	1
jean :: denim	1
twenty nine :: 29	1
treat :: goody	1
tamarind :: pul	1
thickening :: thickener	1
non nut :: nut free	1
cradle :: uyyala	1
マシン :: マシーン	1
chunti :: ginger	1
jewellery :: jewelry	1
microsdhc :: sd	1
non dairy :: without dairy	1
wheat :: grain	1
pedda :: big	1
mustard :: aavalu	1
dolna :: cradle	1
sambhar :: sambar	1
1980s :: 80s	1
seventeen :: xvii	1
khuskhus :: posto	1
lingerie :: sous vêtement	1
nut less :: non nut	1
xx :: twenty	1
sixty :: 60	1
ranna :: cooking	1
時 計 :: ウォッチ	1
gobind :: gobindo	1
cooking :: vanta	1
microphone :: mic	1
x 1 9 :: x19	1
karumbu :: brown	1
cashewnut :: kodambi	1
burqa :: burka	1
garbanzo :: chickpea	1
vegetarian :: meatless	1
hispanic :: latino	1
xv :: fifteen	1
pikachoo :: pikachu	1
1940s :: 40s	1
non msg :: without msg	1
biscuit :: cookie	1
multi color :: multi colour	1
pickle :: oorka	1
crv :: cr v	1
red :: segapu	1
bhanga :: split	1
swimsuit :: tog	1
milaga :: chilli	1
1962 :: 62	1
rawa :: ravva	1
ballerina :: pump	1
flour :: aata	1
krambu :: clove	1
bajra :: sajjalu	1
juggle :: juggling	1
cumin :: jeeraga	1
bootsschuhe :: segelschuhe	1
18th :: eighteenth	1
converter :: convertor	1
dried :: atthi	1
goody :: treat	1
مونشاكو :: ننشاجو	1
chilli :: lonkar	1
panchadhara :: sugar	1
fennel :: perunchiragam	1
fourteenth :: 14th	1
filter :: cleaner	1
kharjuram :: date	1
racquet :: racket	1
dairy free :: dairy less	1
kunkuma :: saffron	1
one fifty :: 150	1
chire :: flattened	1
banner :: streamer	1
forty six :: 46	1
ruby :: red	1
ginjalu :: seed	1
junior :: jr	1
peanut :: kadalekai	1
18th :: 18	1
tamarind :: emlee	1
kb :: kilobyte	1
cumin :: zeera	1
thatta :: lobia	1
mysore :: masoor	1
bella :: jaggery	1
kodambi :: cashewnut	1
mitt :: glove	1
thirteen :: xiii	1
buffing :: polishing	1
meyder :: girl	1
elavangam :: cinnamon	1
coverlet :: bedspread	1
no soy :: non soy	1
dried :: endu	1
season :: volume	1
without msg :: non msg	1
sensor :: detector	1
bicycling :: biking	1
sketch :: drawing	1
remover :: removal	1
bike :: cycling	1
cardamom :: elach	1
sweat shirt :: pull	1
5th :: fifth	1
photo :: picture	1
electric :: power	1
date :: kharjura	1
comforter :: doona	1
limo :: limousine	1
connecter :: connector	1
macbook :: apple	1
t shirt :: tee	1
castor :: rerir	1
emmy :: emmie	1
poem :: poetry	1
magnesium :: mg	1
ninety six :: 96	1
cable :: wire	1
dual :: double	1
sharpie :: vivid	1
milagu :: pepper	1
allam :: ginger	1
notebook :: notepad	1
sandal :: jandal	1
milk :: halina	1
atta :: flour	1
jawar :: solam	1
bajra :: sajje	1
stair :: ladder	1
bookcase :: bookshelf	1
trike :: tricycle	1
9th :: ninth	1
squier :: fender	1
ennai :: oil	1
eighty :: 80	1
pound :: lbs	1
bran :: thavidu	1
suriyakandhi :: sunflower	1
frisbee :: disc	1
rice :: chaal	1
kuzhandai :: baby	1
wwii :: ww2	1
carafe :: decanter	1
schwangerschaftsbekleidung :: umstandsbekleidung	1
pajama :: sleepwear	1
jeeraga :: zeera	1
kadala :: besan	1
bro :: brother	1
electrical :: power	1
シェイプアップ :: エクササイズ	1
butter :: benne	1
stick :: cane	1
chalkboard :: blackboard	1
sabakki :: sabudana	1
athletic :: sport	1
tracksuit :: trackie	1
كلارنيت :: مزمار	1
diving :: diva	1
chilly :: karam	1
anaj :: grain	1
brownie :: browny	1
18 :: eighteen	1
building :: construction	1
nineteen :: 19	1
godhuma :: wheat	1
flattened :: awalakki	1
yarmulke :: kippah	1
judgment :: judgement	1
داتاشو :: بروجكتر	1
250 :: chopine	1
dr :: doctor	1
cookie :: biscuit	1
odor :: smell	1
posie :: posy	1
wheat :: gam	1
no slip :: non slip	1
warning :: caution	1
ebonie :: ebony	1
fourteenth :: fourteen	1
bajra :: kambbu	1
ninety five :: 95	1
supernatural :: occult	1
udacha :: split	1
sorse :: mustard	1
non nut :: without nut	1
jajikaya :: nutmeg	1
hing :: ingu	1
disposer :: disposal	1
1st :: first	1
quilt :: doona	1
khuskhus :: khasakhasa	1
chicken :: murgi	1
jira :: cumin	1
exercise :: workout	1
oonjal :: swing	1
whole :: muzhu	1
mint :: pudhina	1
swing :: oonjal	1
fencing :: fence	1
ghee :: nei	1
gt6 :: gt 6	1
chola :: maize	1
harahar :: arhar	1
anjir :: fig	1
colored :: coloured	1
no gluten :: without gluten	1
fig :: anjura	1
eighty nine :: 89	1
high low :: hi lo	1
eight :: eighth	1
thavidu :: bran	1
movy :: movie	1
no gluten :: non gluten	1
flour :: maavu	1
canned :: tinned	1
blanket :: porvai	1
without salt :: salt less	1
fruit :: fal	1
sockshosiery :: clothing	1
la z boy :: lazyboy	1
non soy :: soy free	1
hoodie :: hooded	1
assortment :: sampler	1
workout :: exercise	1
educational :: teaching	1
quilt :: comforter	1
peanut :: cheene	1
teenage :: teen	1
ninth :: nine	1
without gluten :: gluten free	1
downloadable :: download	1
19 :: nineteenth	1
forty four :: 44	1
flax :: shone	1
bathroom :: toilet	1
70 :: seventy	1
watch :: wristwatch	1
baking :: samayal	1
thratchai :: raisin	1
moodhi :: murmura	1
suryakanti :: sunflower	1
dried :: atti	1
menthe :: methi	1
bedsheet :: blanket	1
ninety nine :: 99	1
sweat shirt :: sweatshirt	1
hi lo :: high low	1
frosting :: icing	1
kid :: bachader	1
kabuli :: kadale	1
صحون :: اطباق	1
dairy less :: non dairy	1
blazer :: veste	1
big :: pedda	1
lace trim :: lace trimmed	1
bbq :: bar b que	1
maitha :: maida	1
scout :: scouting	1
tire :: tyre	1
asafoetida :: hing	1
converse :: conver	1
phal :: fruit	1
cannister :: canister	1
sonicare :: zahnbürste	1
non msg :: no msg	1
behaviour :: behavior	1
heeng :: hing	1
purple :: violet	1
bunny :: bunnie	1
draught :: draft	1
bar b cue :: barbecue	1
twelfth :: twelve	1
1999 :: 99	1
bookbag :: backpack	1
lobia :: payiru	1
urad :: minapa	1
brewer :: brewing	1
anal :: butt	1
fat free :: fat less	1
oldsmobile :: old	1
sixty three :: 63	1
us :: u.s	1
speaker :: audio	1
pound :: lb	1
vocal :: voice	1
pudhina :: mint	1
datum :: information	1
matha :: hair	1
sundal :: chana	1
no soy :: soy free	1
トレーニング :: フィットネス	1
emlee :: tamarind	1
plaid :: tartan	1
dostoevsky :: dostoyevsky	1
maize :: mekke	1
labor :: labour	1
noodle :: maggi	1
birding :: birdwatching	1
green :: pachha	1
9th :: nine	1
pesta :: pista	1
jump :: skipping	1
fairie :: fairy	1
asafoetida :: heeng	1
organiser :: organizer	1
kaju :: cashewnut	1
1969 :: 69	1
seed :: vidhai	1
clasp :: brooch	1
chilly :: mirchi	1
375 :: demi	1
teaching :: educational	1
twelve :: xii	1
pistol :: rifle	1
jola :: jawar	1
cardamom :: elaichi	1
car :: auto	1
ghasaghasalu :: khuskhus	1
no gmo :: gmo free	1
turmeric :: harashana	1
noon :: salt	1
palace :: castle	1
chiray :: poha	1
investing :: investment	1
rug :: carpet	1
split :: udacha	1
harashana :: turmeric	1
torie :: tory	1
non gmo :: no gmo	1
6th :: six	1
baby :: infant	1
bather :: tog	1
arhar :: harahar	1
milk :: halu	1
salt :: nun	1
iv :: four	1
drape :: curtain	1
60s :: sixty	1
underskirt :: petticoat	1
forty seven :: 47	1
projector :: projection	1
